match_id,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,first_5_won
2488219904,62,8,106,18,74,65,70,35,32,50,false
2488219327,84,7,105,36,70,43,95,23,34,65,true
2488219316,81,8,86,84,32,35,65,48,68,87,true
2488219139,44,65,57,93,77,4,67,84,100,47,false
2488219116,32,65,98,47,97,20,62,28,54,35,false
2488219012,57,75,48,104,7,67,99,74,65,44,true
2488218666,93,104,35,88,21,34,110,65,105,8,false
2488218593,31,27,19,93,41,43,44,35,47,65,false
2488218415,77,100,72,87,9,65,98,99,7,42,true
2488217726,8,19,9,12,65,2,14,47,13,16,true
2488217655,95,21,65,97,67,26,14,48,93,71,false
2488217600,17,36,69,14,42,103,65,75,106,67,true
2488217595,70,98,64,72,4,65,43,67,27,53,false
2488217217,7,4,36,43,44,58,18,65,56,82,true
2488217013,6,98,50,35,8,79,65,10,92,16,false
2488216701,5,83,93,96,59,42,84,14,65,63,true
2488216642,20,50,86,67,18,41,46,33,65,44,false
2488216306,56,63,14,103,28,43,65,41,25,18,true
2488216261,74,18,26,65,21,73,9,55,71,75,false
2488216241,29,93,13,44,65,49,8,62,22,63,true
2488216213,70,14,19,38,6,65,26,97,25,18,true
2488216154,31,8,65,77,14,2,104,15,113,93,true
2488216137,62,2,74,75,98,25,65,11,32,22,false
2488215902,14,93,18,26,1,65,19,44,30,97,true
2488215540,65,75,54,74,49,56,10,2,53,14,true
2488214968,6,9,18,10,96,2,47,65,35,20,true
2488214819,32,93,26,14,107,65,9,49,7,94,true
2488214636,88,8,35,102,99,71,65,49,21,22,true
2488214391,8,5,42,65,56,18,110,26,34,104,true
2488214338,98,65,52,61,14,16,12,76,38,18,true
2488213808,29,37,2,48,65,15,70,30,57,46,true
2488213764,93,76,9,65,111,15,59,91,106,16,false
2488213619,32,44,103,81,5,8,18,74,65,14,true
2488213583,17,103,111,65,68,7,16,1,32,59,true
2488213322,57,25,93,73,112,43,56,65,54,33,false
2488213234,65,60,46,54,67,71,23,53,74,5,true
2488213058,27,8,18,65,14,40,45,2,5,74,true
2488212815,26,28,58,93,73,104,18,11,30,65,false
2488211550,36,73,30,40,63,93,44,65,32,104,true
2488211475,54,5,21,65,93,17,68,84,81,19,false
2488210446,70,95,84,32,81,16,93,104,62,65,true
2488210319,75,84,65,72,61,80,74,32,14,107,true
2488209847,43,9,11,93,41,74,65,2,63,70,true
2488209750,21,8,65,74,54,75,44,60,84,6,false
2488209618,70,65,18,22,36,41,61,71,11,44,false
2488209426,9,65,71,99,93,7,84,8,11,32,true
2488209255,16,63,70,97,65,7,87,15,17,20,false
2488208900,21,65,57,6,38,63,12,22,8,42,true
2488208865,13,77,21,8,65,83,93,99,6,45,false
2488208741,56,16,104,64,42,12,62,65,105,39,true
2488208668,104,65,21,31,57,77,71,8,90,35,true
2488208596,5,44,17,88,62,47,73,32,65,25,true
2488208590,103,93,102,76,7,81,69,18,8,65,true
2488208525,10,13,104,65,26,44,30,9,79,70,false
2488208304,103,83,21,35,2,11,104,65,67,87,false
2488207848,84,93,70,74,44,105,17,8,65,2,false
2488207821,63,18,7,54,40,104,110,65,85,42,true
2488207567,102,94,104,65,81,18,25,2,71,42,true
2488207509,60,86,28,84,29,87,13,32,65,54,false
2488207347,44,65,9,2,106,63,36,6,42,17,false
2488207060,84,75,6,41,35,99,71,93,48,65,true
2488207051,88,21,11,83,18,65,48,22,54,8,false
2488206782,32,8,106,26,65,12,50,58,99,18,true
2488206680,7,45,93,65,52,86,36,88,74,18,true
2488206478,59,63,25,65,4,93,35,32,47,48,false
2488206323,5,93,11,54,65,95,36,21,33,55,false
2488206318,104,4,9,74,33,65,1,106,17,5,true
2488205937,25,65,62,103,109,21,100,20,1,42,true
2488205867,30,17,102,84,2,56,59,111,65,100,false
2488205845,44,90,4,35,16,65,93,10,99,62,true
2488205805,39,14,8,25,28,29,65,99,110,35,false
2488205801,10,5,70,68,2,8,41,101,65,98,false
2488205725,20,94,6,85,27,42,53,93,52,65,true
2488205611,87,28,21,36,46,71,29,62,63,65,true
2488205449,2,107,44,25,54,65,43,14,29,109,false
2488205318,42,84,106,37,104,18,65,12,31,2,true
2488205314,71,18,73,9,60,65,106,7,67,42,true
2488205204,56,18,14,65,6,99,22,35,49,81,true
2488205172,106,19,8,28,65,93,100,37,58,35,false
2488205148,76,35,9,44,83,46,98,65,109,36,true
2488205132,34,62,112,10,74,98,8,26,93,65,false
2488205086,12,35,16,9,51,42,106,65,62,15,false
2488205078,65,72,60,44,103,2,22,34,12,26,true
2488204824,65,8,86,73,98,51,53,97,15,60,true
2488204569,59,19,30,65,34,74,41,26,42,88,false
2488204528,93,1,17,30,74,36,6,65,69,84,true
2488204184,65,43,41,7,64,18,22,1,68,101,false
2488204139,5,41,67,21,99,104,18,22,74,65,false
2488204118,7,104,22,19,36,28,65,8,98,81,true
2488204073,21,94,7,73,93,18,57,99,65,32,false
2488203767,6,53,39,56,104,41,14,35,65,9,false
2488203756,17,65,62,73,10,56,22,70,45,90,false
2488203542,32,79,60,28,39,65,74,72,63,53,true
2488203432,83,44,26,8,94,73,1,35,14,65,true
2488203365,9,94,44,32,21,33,8,68,65,41,false
2488202807,21,9,104,26,86,65,51,20,71,1,true
2488202421,54,70,59,71,77,32,2,12,65,44,false
2488202306,8,88,81,99,65,5,7,74,21,104,false
2488202092,104,56,18,65,91,93,19,8,110,86,false
2488201976,96,20,15,39,32,107,74,65,18,75,true
2488201923,65,32,36,18,57,10,14,44,62,98,true
2488201734,90,22,32,18,106,64,65,13,74,8,true
2488201729,74,21,63,4,7,17,62,99,8,65,false
2488201573,95,65,6,85,2,70,30,35,99,31,true
2488201545,65,35,32,59,93,46,77,48,28,34,true
2488201535,65,14,23,6,20,96,93,39,86,75,false
2488201015,73,23,18,21,84,65,86,16,41,76,false
2488200953,43,11,12,84,53,30,2,65,19,52,false
2488200844,72,50,65,10,99,7,88,49,26,98,false
2488200714,26,99,15,104,74,18,44,65,73,75,false
2488200678,91,30,28,18,25,29,71,17,65,98,true
2488200420,32,34,37,73,14,65,18,74,26,86,false
2488200329,47,98,104,48,51,44,65,14,99,2,true
2488200316,67,93,22,106,26,69,102,20,65,32,false
2488200266,14,74,93,84,103,41,2,23,65,73,true
2488200118,18,20,74,65,50,103,75,22,95,51,true
2488200109,65,17,57,83,93,20,8,94,19,16,false
2488200041,53,54,56,16,70,98,74,28,65,19,true
2488200035,39,22,28,70,104,99,32,65,93,57,true
2488199578,13,49,14,32,8,15,41,21,65,64,true
2488199215,93,65,75,48,36,74,62,5,104,8,false
2488199125,65,71,74,109,73,18,14,50,35,47,false
2488199050,27,65,11,5,98,101,50,47,68,53,true
2488198725,26,14,94,35,65,76,93,63,19,47,true
2488198539,18,15,56,62,79,26,70,22,93,65,true
2488197598,14,93,4,5,21,44,65,57,100,69,true
2488197534,54,65,17,14,32,93,73,22,21,104,false
2488197434,14,16,93,34,42,1,65,74,50,7,false
2488197103,74,16,35,14,19,56,65,12,2,103,true
2488196306,39,65,8,81,97,18,16,102,62,34,false
2488196171,73,22,14,65,37,5,94,50,92,33,true
2488196113,107,44,39,37,49,54,65,53,35,1,false
2488195192,48,103,53,33,39,32,71,69,65,97,true
2488194566,65,39,4,103,25,51,36,9,71,48,false
2488194541,59,6,2,65,44,94,13,81,22,63,false
2488194390,34,35,64,65,41,74,83,9,10,32,true
2488194371,50,2,9,35,23,56,84,65,94,14,true
2488194353,11,53,54,20,10,65,26,63,84,48,false
2488193929,6,104,50,2,59,94,47,14,56,65,true
2488193830,13,93,106,3,39,15,6,54,60,65,false
2488193657,53,85,14,65,22,11,86,42,6,98,true
2488193231,65,94,52,109,2,35,71,104,62,55,false
2488337983,28,78,40,2,38,65,69,58,113,105,true
2488336359,38,13,20,53,6,26,68,74,87,66,true
2488328837,61,74,102,55,56,17,38,29,1,92,false
2488322815,59,113,38,37,80,26,58,14,55,12,true
2488320674,54,61,47,78,36,38,71,51,12,35,true
2488315804,38,80,53,48,85,5,99,23,14,75,true
2488297905,29,38,8,45,26,99,95,17,9,28,true
2488292858,98,94,87,74,73,104,38,109,29,21,false
2488290294,47,17,59,54,86,27,80,6,53,38,false
2488290072,17,18,20,98,38,12,9,41,68,75,true
2488288285,71,38,22,8,69,97,1,14,106,99,true
2488284432,55,71,39,93,63,16,38,32,57,27,false
2488283108,57,54,38,48,82,110,29,99,104,78,true
2488282891,105,74,82,84,55,27,38,64,77,79,false
2488280518,14,50,2,44,57,30,20,38,53,48,false
2488279936,38,22,94,19,99,12,14,84,54,86,false
2488279754,14,11,90,99,48,38,81,32,18,44,true
2488278636,5,91,36,89,30,53,44,38,51,8,false
2488277271,50,71,38,89,30,110,21,49,17,29,true
2488277101,36,30,72,42,38,9,102,99,8,26,true
2488344471,80,40,13,47,71,74,39,82,55,92,true
2488340245,53,64,34,77,97,86,74,68,65,105,true
2488339898,40,43,53,112,20,10,72,106,74,6,true
2488338317,85,88,65,36,35,33,64,25,74,105,true
2488334708,100,97,7,103,25,50,105,74,65,68,true
2488333895,101,53,1,111,96,17,110,74,107,105,true
2488321684,36,10,110,44,102,113,74,30,82,79,true
2488320844,74,7,64,8,80,73,68,113,107,1,true
2488313795,52,95,91,105,6,37,4,90,74,68,true
2489937602,75,78,90,77,47,105,84,74,65,55,true
2489933210,9,38,21,2,74,82,41,11,68,65,true
2489929669,48,18,51,88,73,74,46,32,19,52,true
2489929588,4,70,98,38,74,80,10,46,64,29,true
2489928161,46,69,110,41,90,85,65,74,55,105,true
2489924429,74,68,86,65,105,50,53,63,7,38,false
2489921763,74,61,6,39,26,45,105,91,5,68,true
2489920459,5,106,107,70,98,82,90,61,74,68,true
2489920398,55,8,53,101,40,71,2,37,87,74,true
2489916646,75,74,62,79,90,31,10,52,110,91,true
2489916092,82,75,1,48,61,74,50,105,55,90,true
2489911093,54,11,59,112,104,44,36,16,74,57,true
2489907471,105,74,55,61,53,40,36,73,97,58,false
2489905129,56,50,44,74,93,106,38,2,82,87,true
2489901085,20,44,39,69,74,57,49,29,9,109,false
2489900792,71,8,86,6,74,7,12,27,93,36,true
2489900229,87,88,74,7,41,6,98,35,42,37,false
2489900193,93,68,21,33,73,74,98,29,96,97,true
2489899319,12,71,53,43,18,42,19,32,74,93,true
2489898845,44,2,70,32,109,74,54,72,1,101,true
2489895919,74,71,34,53,32,104,9,1,36,98,false
2489894909,81,60,62,73,90,47,7,11,74,36,true
2489893535,27,18,74,14,53,44,94,20,4,104,false
2489893502,87,50,111,74,55,32,105,43,17,99,false
2489893490,73,80,103,102,48,74,65,68,105,50,true
2489893128,18,40,14,56,74,5,101,93,38,41,true
2489892903,70,73,29,25,74,67,86,14,6,99,true
2489892878,104,44,62,74,11,20,16,18,17,14,false
2489892806,35,4,106,60,14,18,48,74,98,68,true
2489892327,65,2,14,44,43,58,26,21,42,74,true
2489892191,42,74,5,33,18,94,80,21,75,93,false
2489892064,34,74,14,105,111,6,104,96,64,50,false
2489891821,111,74,62,18,48,12,30,8,25,11,true
2489891593,53,100,105,58,36,74,55,50,111,65,true
2489891552,1,84,62,54,22,14,74,37,110,8,true
2489891067,14,54,98,74,75,63,10,27,19,44,false
2489891003,20,77,70,93,48,74,56,68,32,61,true
2489890543,9,41,40,74,7,27,18,6,70,106,true
2489890403,74,71,6,66,14,12,32,104,62,19,true
2489890325,104,86,44,70,14,18,22,7,74,1,true
2489889805,100,74,20,9,75,62,44,96,22,18,true
2489889558,40,74,44,99,10,46,93,39,104,42,true
2489889463,30,80,98,13,93,62,74,8,104,73,true
2489888898,8,112,14,74,7,42,26,50,9,109,false
2489888776,5,70,96,74,83,18,21,41,110,14,true
2489888769,37,36,13,18,84,102,104,74,112,2,true
2489888307,62,70,113,74,60,46,34,17,1,4,true
2489888004,34,88,74,54,5,102,14,70,57,50,false
2489887611,105,14,73,32,101,50,109,2,35,74,true
2489887556,29,74,104,8,14,32,57,44,73,86,false
2489887299,8,37,93,44,63,73,74,98,1,59,false
2489887292,20,11,93,2,35,38,103,41,74,8,true
2489887173,21,16,74,5,99,29,86,34,73,87,true
2489887022,19,5,74,8,40,67,104,57,17,88,true
2489886895,9,6,74,69,99,49,54,1,21,32,true
2489886553,54,9,11,44,20,77,36,74,86,14,false
2489886324,6,21,56,9,36,105,85,74,22,92,true
2489886159,67,43,44,2,87,74,77,9,106,8,true
2489885990,33,9,67,74,41,104,14,40,19,93,false
2489885912,20,25,74,41,8,17,19,22,42,1,true
2489885819,6,73,19,93,41,81,14,74,82,1,false
2489885811,74,65,55,44,105,63,59,51,32,90,false
2489885387,8,107,74,110,14,70,104,35,4,48,false
2489885374,56,57,22,42,63,80,71,37,44,74,true
2489885279,98,1,9,74,112,6,35,2,26,5,false
2489885109,54,8,75,36,74,77,44,104,25,86,true
2489884693,110,106,73,74,82,101,48,59,20,60,false
2489884620,74,105,2,34,38,50,33,45,65,52,true
2489884618,2,74,62,84,44,11,65,104,63,56,true
2489884610,21,88,14,57,42,74,98,70,22,67,true
2489884572,106,18,1,62,6,74,59,8,21,63,false
2489884459,20,8,19,11,47,21,44,72,96,74,true
2489884386,6,34,9,14,74,56,26,19,107,10,true
2489884152,7,12,9,17,98,86,70,74,99,54,true
2489884077,36,93,53,74,29,21,4,9,100,67,true
2489884019,78,16,112,93,96,21,57,53,98,74,false
2489883648,6,44,26,74,14,49,9,21,58,42,true
2489883574,57,62,11,54,32,2,18,74,36,28,false
2489883572,74,57,16,41,44,9,2,67,26,25,true
2489883457,74,23,19,42,31,32,104,98,70,12,true
2489883380,73,35,98,68,62,41,74,110,38,44,true
2489883262,96,74,90,27,72,17,93,63,62,59,true
2489883226,53,64,47,18,10,63,49,74,101,16,true
2489883214,74,44,62,8,13,100,25,5,35,49,false
2489883191,14,88,8,5,53,74,9,57,34,41,true
2489883186,63,80,41,3,17,68,74,65,86,105,true
2489882830,1,36,74,29,104,73,98,32,44,86,false
2489882344,101,5,41,74,25,69,53,45,73,2,false
2489882009,35,101,23,46,104,57,38,54,74,8,true
2489881957,48,21,95,57,89,74,8,9,6,44,true
2489881714,74,2,23,41,35,44,59,32,5,104,false
2489881511,105,104,54,74,68,50,6,98,32,73,false
2489881384,9,5,44,104,18,74,14,20,1,93,false
2489881264,95,47,56,96,109,104,44,74,78,81,true
2489881221,26,102,21,1,9,6,99,74,20,27,false
2489881215,43,1,96,99,111,11,74,18,32,67,true
2489881133,55,74,19,62,52,31,33,10,93,6,false
2489880932,93,47,74,37,86,8,57,42,104,71,true
2489880786,37,74,44,6,104,34,62,98,35,4,true
2489880541,102,74,54,98,20,104,34,70,112,93,true
2489880521,6,74,54,57,70,72,8,44,84,9,false
2489880468,46,86,8,44,9,85,91,74,21,1,true
2489880420,74,59,25,9,21,36,17,19,32,93,false
2489880243,70,74,14,11,8,35,9,33,21,25,false
2489879859,74,31,18,29,104,105,67,26,11,8,true
2489879822,25,10,63,57,59,33,60,42,74,30,true
2489879526,74,8,28,100,106,111,16,98,5,11,true
2489879379,73,70,74,14,110,44,104,35,21,32,true
2489879274,6,9,86,10,32,67,26,74,14,28,true
2489879265,81,2,6,44,47,8,50,53,41,74,false
2489879229,5,74,18,29,2,26,30,14,93,44,true
2489879120,109,18,14,112,13,1,42,74,32,104,true
2489879067,74,19,58,48,93,44,62,86,6,98,true
2489878774,36,74,95,12,87,110,7,6,27,70,true
2489878715,74,106,2,21,32,93,73,64,14,35,false
2489878464,74,97,44,7,18,104,98,8,21,32,false
2489878444,59,18,35,1,19,74,48,9,14,7,false
2489878433,49,104,1,20,74,46,22,89,98,67,true
2489878356,93,74,68,70,27,87,12,20,21,112,false
2489878057,57,18,14,6,74,69,54,26,32,76,true
2489878037,53,104,19,2,96,36,87,56,74,1,true
2489878014,28,74,11,44,94,93,43,35,18,42,true
2489877950,9,74,54,96,21,14,18,84,49,38,false
2489877807,95,46,94,34,70,51,1,74,104,15,false
2489877752,50,74,1,28,15,88,44,84,104,39,false
2489877733,29,8,21,14,74,1,56,17,42,69,true
2489877611,87,4,68,37,8,60,74,99,1,30,true
2489877487,10,9,71,26,2,93,96,43,74,21,true
2489877347,80,59,74,104,21,40,54,23,4,62,false
2489877310,4,104,99,84,22,56,62,36,54,74,true
2489877058,71,26,48,106,32,41,62,74,93,50,false
2489876938,74,42,70,23,51,21,75,29,18,63,true
2489876867,74,84,14,19,10,56,66,47,7,94,true
2489876632,9,6,8,20,2,26,111,74,106,48,true
2489876567,9,90,48,49,62,93,36,98,74,8,true
2489876541,18,67,74,14,49,6,77,10,86,25,false
2489876540,8,26,69,14,60,44,80,74,18,35,true
2489876539,14,39,74,70,104,2,44,53,11,98,false
2489876511,50,44,59,53,13,1,98,7,36,74,true
2489876416,42,90,7,35,2,93,109,74,55,20,true
2489876380,37,93,42,46,74,18,22,40,8,2,false
2489876373,74,63,43,99,9,65,49,18,22,46,true
2489876370,74,68,38,56,48,99,54,93,73,30,false
2489876325,78,70,36,98,25,13,58,44,74,83,true
2489876214,42,17,74,85,94,47,4,26,19,1,true
2489876175,1,21,23,74,93,46,64,54,44,20,false
2489875987,1,67,7,86,21,42,73,36,74,14,false
2489875925,5,104,35,49,63,28,4,44,69,74,true
2489875897,6,18,74,54,44,32,59,8,14,78,false
2489875891,54,26,21,49,34,74,2,90,32,44,false
2489875886,74,95,93,8,33,53,4,37,14,49,false
2489875819,44,57,9,74,62,42,21,35,86,32,true
2489875748,9,63,74,73,62,76,35,14,18,48,true
2489875661,88,9,18,6,74,8,70,53,21,19,true
2489875647,74,41,14,53,26,104,88,21,36,96,false
2489875644,5,42,4,21,8,2,104,32,84,74,true
2489875639,14,99,63,106,26,44,33,93,74,1,true
2489875508,104,4,57,74,99,32,44,9,7,8,true
2489875305,57,4,99,74,70,32,13,54,18,31,false
2489875184,109,74,30,62,29,11,28,26,54,103,false
2489875182,17,32,7,14,53,94,54,26,74,98,true
2489875160,86,74,85,87,100,22,83,33,88,14,true
2489875056,43,42,20,21,14,74,12,7,82,6,true
2489875022,2,104,32,14,35,74,6,8,36,97,false
2489875018,39,8,2,3,82,97,99,74,7,1,true
2489874819,74,58,95,85,5,47,18,44,100,77,true
2489874740,48,74,67,54,50,34,29,86,97,82,true
2489874726,36,35,6,98,19,109,50,41,74,8,true
2489874664,53,23,74,44,25,32,9,6,8,20,false
2489874640,2,98,93,74,9,28,36,50,99,56,false
2489874588,5,22,37,109,74,14,48,93,62,36,true
2489874587,74,100,95,50,93,26,7,29,8,73,true
2489874247,2,13,8,22,44,81,74,93,16,75,true
2489874236,14,103,98,93,53,4,21,91,62,74,true
2489874205,53,4,110,17,5,73,38,74,104,70,true
2489874190,7,11,94,35,57,1,12,18,50,74,true
2489874116,18,71,74,2,9,54,27,77,36,1,true
2489874037,74,22,71,36,93,44,95,35,43,53,true
2489873966,20,63,6,93,8,4,74,36,90,98,true
2489873942,31,104,73,30,99,74,8,93,19,17,false
2489873939,44,27,74,28,18,57,11,7,10,104,false
2489873910,104,74,93,62,97,57,44,37,43,2,false
2489873872,104,26,41,80,43,74,16,53,98,13,true
2489873838,70,27,56,21,63,54,74,85,100,73,true
2489873757,13,26,44,88,1,84,42,33,74,48,false
2489873752,27,48,101,104,102,39,7,93,59,74,true
2489873747,104,36,74,50,42,38,73,8,20,21,true
2489873643,9,8,74,1,41,59,44,14,30,50,false
2489873478,44,75,62,47,57,30,71,63,74,8,false
2489873467,50,36,44,74,95,6,69,62,109,4,true
2489873362,8,31,110,59,53,35,74,96,82,47,true
2489873298,101,97,21,64,1,36,83,18,35,74,false
2489873260,9,74,18,88,57,14,51,21,66,44,true
2489873216,26,12,22,21,1,88,7,74,8,56,true
2489873009,5,57,74,97,18,85,93,39,36,112,true
2489872804,10,9,98,57,6,93,104,44,74,30,true
2489872797,48,44,8,74,84,19,86,9,37,6,false
2489872768,74,44,21,63,52,68,2,93,5,35,false
2489872765,75,50,14,26,99,70,12,32,74,59,true
2489872758,93,21,53,62,77,74,65,105,68,52,true
2489872715,52,2,93,55,22,104,1,57,74,19,true
2489872483,44,98,111,103,42,29,10,74,70,93,true
2489872443,20,74,53,13,57,45,44,106,86,41,true
2489872392,8,89,84,23,90,9,54,74,93,34,false
2489872320,68,62,10,74,70,46,28,14,84,104,true
2489872305,18,23,29,35,19,16,10,74,21,8,true
2489872251,71,73,5,42,32,89,8,74,14,62,true
2489872249,28,32,35,42,74,9,99,11,44,12,true
2489872202,53,8,107,41,26,57,74,88,104,68,false
2489872177,3,76,57,26,94,14,74,95,86,29,true
2489872175,44,73,82,97,27,19,30,74,11,70,false
2489872161,34,15,1,93,21,36,99,74,94,82,false
2489872160,6,44,7,84,74,18,87,41,59,1,true
2489872108,74,5,41,1,110,44,101,57,17,71,false
2489872076,14,62,4,21,2,54,42,106,50,74,false
2489872075,22,44,7,32,68,21,85,26,74,80,true
2489872060,93,28,59,50,14,48,84,103,2,74,false
2489872033,74,53,21,10,5,43,59,102,26,1,true
2489872008,104,92,109,21,45,74,30,95,59,2,false
2489871901,47,74,53,54,18,60,3,98,97,113,true
2489871898,111,11,29,47,42,25,74,2,21,44,true
2489871895,7,18,5,45,55,104,42,38,74,39,false
2489871865,56,103,28,16,31,81,12,74,62,45,true
2489871787,93,5,58,98,32,2,50,21,97,74,true
2489871748,7,106,73,38,16,74,93,36,81,33,false
2489871725,10,27,74,100,37,17,63,68,88,50,true
2489871721,70,30,42,74,29,19,6,1,41,84,true
2489871650,32,2,12,22,93,62,23,74,95,40,true
2489871644,1,35,74,93,9,70,20,21,7,104,false
2489871631,17,31,81,7,6,106,98,8,74,69,true
2489871562,74,110,4,104,8,103,107,106,23,6,true
2489871462,32,104,74,83,98,12,25,23,2,8,true
2489871454,86,26,15,74,93,98,35,19,94,30,false
2489956707,83,103,44,64,18,28,73,23,42,105,true
2489950807,64,53,110,9,33,13,30,91,84,19,true
2489944138,64,83,37,51,98,107,32,97,26,84,true
2489937911,79,112,95,56,69,44,33,21,64,35,false
2489934427,81,13,12,64,61,69,107,97,60,31,true
2489925172,72,49,81,36,48,16,38,64,84,8,false
2489921847,38,84,80,64,55,86,66,91,60,113,true
2489914832,105,6,5,64,91,36,76,28,53,44,true
2489914559,64,93,2,35,57,14,80,8,94,49,true
2489913936,59,110,90,60,83,98,64,102,101,65,true
2489913083,55,111,4,3,9,6,21,27,64,68,false
2489910658,25,54,102,106,44,11,42,36,10,64,true
2489910009,18,21,2,14,28,53,64,7,17,60,false
2489909280,56,38,101,64,73,109,91,75,85,37,true
2489907322,58,106,41,15,82,40,70,65,78,64,false
2489907308,64,93,32,19,53,68,47,100,75,2,true
2489902164,64,104,8,105,14,72,12,17,68,6,true
2489898530,64,45,109,9,63,5,99,10,3,101,true
2489898410,53,93,29,64,44,42,100,14,99,12,true
2489897369,47,64,6,98,90,52,51,59,10,73,true
2489896797,93,74,68,71,70,64,44,25,66,58,true
2489896784,5,14,44,18,63,73,1,35,104,64,true
2489895925,21,35,28,39,73,53,22,32,87,64,false
2489895665,44,64,62,48,1,113,59,43,18,29,true
2489895631,44,34,98,64,86,14,21,8,37,62,true
2489895264,45,14,21,42,47,36,8,26,64,34,false
2489894215,18,15,47,87,53,102,35,64,8,92,true
2489893849,93,7,42,102,11,64,44,63,104,28,true
2489893628,64,49,53,11,9,101,51,7,1,67,false
2489893507,26,110,82,1,19,42,64,63,87,8,false
2489893349,35,97,70,73,33,15,10,64,2,67,false
2489893045,88,77,42,96,49,47,71,64,95,83,false
2489893017,20,14,18,45,101,67,21,64,74,8,true
2489892960,56,55,44,6,14,109,35,4,64,5,true
2489892514,14,22,54,75,44,113,104,64,4,8,true
2489892394,44,4,74,7,32,64,76,1,18,39,true
2489892257,7,74,21,64,86,44,19,95,41,13,false
2489892188,99,64,14,106,7,42,103,43,86,81,false
2489892148,74,11,63,9,98,96,8,5,64,49,false
2489891894,25,64,71,74,54,84,9,88,41,42,false
2489891645,30,41,51,93,61,69,81,55,8,64,false
2489891199,12,69,93,9,81,6,18,64,4,104,false
2489890949,21,44,2,26,57,64,52,23,19,74,true
2489890927,64,95,35,70,67,99,32,9,72,86,true
2489890232,44,97,23,99,4,54,64,72,21,113,true
2489890030,5,51,1,26,40,43,42,44,75,64,true
2489889941,2,64,7,41,73,31,83,28,101,96,false
2489889254,44,50,22,49,64,104,57,59,110,70,true
2489889233,64,18,59,35,14,46,26,28,48,32,true
2489888443,47,88,95,64,104,98,106,6,71,70,true
2489888202,103,89,14,99,61,7,36,95,8,64,false
2489887828,11,44,8,64,104,54,55,50,93,17,true
2489887405,8,26,56,23,53,44,5,99,64,73,false
2489886827,32,39,64,73,71,88,70,109,38,44,false
2489886678,62,44,59,21,42,15,35,64,7,49,true
2489886623,60,57,64,44,52,112,63,104,88,35,true
2489886493,100,14,5,68,106,54,44,88,64,71,false
2489886202,14,64,39,46,26,74,1,89,34,104,true
2489885968,26,8,12,43,20,44,64,28,9,47,false
2489885725,2,67,64,110,14,87,9,63,106,42,false
2489885451,49,98,48,104,64,4,21,32,34,42,true
2489884909,67,47,58,81,90,57,29,64,76,83,false
2489884900,2,9,64,28,93,17,69,21,67,22,true
2489883614,94,64,53,39,28,4,86,16,42,14,false
2489883578,64,14,44,21,60,31,42,17,32,22,true
2489883519,1,59,26,25,98,70,36,74,64,8,false
2489883447,72,81,71,92,33,64,32,47,12,76,false
2489883362,36,64,2,14,35,22,54,1,18,25,true
2489883189,64,93,74,7,41,4,68,104,6,14,true
2489883087,44,9,93,73,104,47,18,64,1,59,true
2489882637,104,5,12,35,64,99,4,48,7,74,true
2489882345,44,98,9,56,53,64,86,28,106,2,true
2489882166,56,86,27,49,64,26,73,53,62,32,true
2489882128,30,44,28,65,35,8,39,6,71,64,true
2489881722,94,6,72,98,2,109,106,64,28,78,true
2489881708,44,64,12,101,43,62,16,2,98,59,false
2489881615,64,20,14,95,25,28,46,104,74,50,true
2489881195,52,23,29,73,35,10,32,28,64,99,false
2489881014,51,71,98,32,21,11,68,64,41,18,true
2489880992,8,14,64,35,2,32,25,7,59,56,true
2489880627,97,77,73,87,65,64,18,60,36,32,false
2489880418,18,16,2,14,64,19,62,22,74,8,true
2489879878,105,17,72,64,10,34,6,74,102,44,true
2489879842,6,1,37,14,67,21,64,35,95,44,false
2489879694,22,13,42,50,54,99,110,21,64,8,false
2489879565,54,83,8,64,44,104,93,94,53,96,false
2489879043,89,91,73,16,4,106,57,64,80,2,false
2489879002,73,40,93,100,3,33,21,64,98,1,false
2489878960,39,20,64,44,36,19,22,68,8,16,false
2489878934,93,64,109,32,44,78,10,8,62,4,false
2489878933,67,49,74,12,5,18,72,11,64,26,false
2489878827,95,44,60,84,4,42,8,64,9,70,false
2489878478,11,54,42,64,49,12,110,74,18,9,true
2489878285,84,21,18,64,44,74,81,7,8,48,false
2489878275,64,2,95,74,113,101,104,14,6,21,false
2489878241,4,25,64,2,68,74,109,14,104,85,true
2489878096,57,28,19,64,44,93,7,104,26,1,true
2489877899,95,27,70,69,28,64,1,34,94,44,true
2489877799,49,81,21,64,18,104,56,44,10,74,true
2489877687,69,11,2,49,55,18,64,6,30,5,true
2489877648,64,26,7,44,14,1,57,104,109,75,true
2489877596,57,2,49,82,64,61,15,30,81,104,true
2489877382,23,35,16,14,11,93,64,98,70,21,false
2489877203,50,51,64,95,58,59,25,73,19,93,true
2489876977,12,53,18,66,16,35,85,20,64,42,true
2489876925,14,105,9,81,44,64,5,18,93,99,true
2489876924,54,25,27,109,9,94,41,62,64,47,true
2489876726,63,30,74,62,41,21,11,44,14,64,false
2489876478,74,69,113,60,34,44,39,18,64,2,false
2489876217,29,34,65,40,67,93,64,69,46,25,false
2489876063,88,78,52,64,42,29,37,48,83,39,false
2489875960,64,73,4,2,11,20,30,72,112,109,true
